texto,fecha,usuario
"🦠 se trata del rt, que marca la transmisión del virus por cada caso registrado. se había logrado bajar a 0,69 pero se acerca otra vez a 1. la ciudad sumó 9 positivos este domingo pero sin fallecidos

🗞 más información 👉 https://t.co/9ze4c2rgbq
#coronavirus #rosario3 https://t.co/oxb13nrpyc",2021-10-18 10:20:31 UTC,Rosariotres
"@c5n fue espontáneo el final de las muerte , 
un día después de las paso final del virus",2021-10-18 10:05:23 UTC,claudio301527cl
"@infobae miralo q este sinico, pero quienes son los peronistas? el peor virus que pudo haber pasado por este pais. peron y lpmqtp",2021-10-18 09:51:09 UTC,Gab12Nes
"@zorrilla6hernan exitos en esta zafra hernan, extrañando dar una vuelta por 33 y zona...maldito virus...",2021-10-18 09:36:15 UTC,Chaveta4
"@buenrollo13 estas inyecciones experimentales no salvan a nadie. ni de 7 ni de 90 años. ya comprobado 100% en todo el mundo.
lo que mata no es el virus, son los protocolos asesinos de la organización mundial de la enfermedad.
hay un genocidio en marcha para reducir la población en un 70%.",2021-10-18 09:32:50 UTC,Wilfred38374038
@delgado_marcial @gusta_roman84 uff lo que van a llorar si se les saca puntos jajajajaja equipo chico,2021-10-18 09:14:25 UTC,jose_virus
@gustavo_rolon96 @davega791 @gusta_roman84 lo único que pueden jajajaja cuando sepas de fútbol habla mientras metele al nomas a las caricaturas,2021-10-18 09:13:06 UTC,jose_virus
@memnochangel @patriot67000138 @farmafilico yo creo q él mismo se ha dado cuenta del ridículo que hacía diciendo que el m.sanidad era una empresa con ánimo de lucro y que los requisitos informáticos para secuenciar el virus demostraban que el virus no existía.,2021-10-18 08:40:22 UTC,SativusRaphanus
@kamalaharris los terroristas financieros de las farmaceuticas esperan que el virus siga circulando ...mute... y logren hacer su gran negocio ...que no se les dejo hacer...por eso los no vacunados son un peligro para todos,2021-10-18 08:30:28 UTC,GUSTAVO50482490
"@maxram54 @bbcmundo todo lo contrario, “ser iluminado”: sois los antivax covidiotas el caldo de cultivo perfecto para que el virus se replique con más y más mutaciones",2021-10-18 08:20:57 UTC,Carlos_Felo
@memnochangel @sativusraphanus @farmafilico para qué querría un país tener un virus? tanto como por protección como por defensa. si es que eres muy ingenuo.. tienes 12 años o algo o qué???,2021-10-18 08:15:03 UTC,Patriot67000138
"@patriot67000138 @memnochangel @farmafilico hombre, no creo que alguien que pone como prueba de que la oms reconoce que no conoce el virus
esto, no está muy capacitado para llamar tonto a nadie; https://t.co/yusxxzqqr5",2021-10-18 08:03:40 UTC,SativusRaphanus
@memnochangel @sativusraphanus @farmafilico es un tratamiento génico y es experimental. ni existe el virus ni existen test que determinen una mierda. así que dejad de decir soplapolleces. https://t.co/wlq6cz44bz,2021-10-18 07:52:57 UTC,Patriot67000138
@patriot67000138 @farmafilico y el tío va y me pone como prueba de que no se ha aislado el virus ni secuenciado su genoma un enlace a un documento que explica cómo se puede secuenciar el genoma del virus https://t.co/ccispobh5a,2021-10-18 07:42:02 UTC,SativusRaphanus
"@sativusraphanus @farmafilico y crees en un virus que no existe, de hecho no ha sido ni secuenciado ni purificado como dijo el estado español? https://t.co/0iemnr5jqp",2021-10-18 06:42:56 UTC,Patriot67000138
@saritisima9 @farmafilico paranoia🤣. y crees en un virus que no existe? really? https://t.co/z69or5ygyu,2021-10-18 06:40:41 UTC,Patriot67000138
"@evaristolpr @farmafilico tengan mucho cuidado con un virus que los propios estados y la misma oms no han demostrado. mientras enfermen con mascarillas e inoculense un tratamiento génico 😂😂😂. hay que ser gilipollas. y un hdp cuando enfermas al resto, sobretodo a niños. https://t.co/px0n0oh21b",2021-10-18 05:56:14 UTC,Patriot67000138
"20% de aforo para un estadio, me parece que más pasa por un tema de garantías (pnp) que por el virus mismo.
me gustaría saber cuánta gente ha entrado a los conciertos presenciales este año.
al menos aquí en lima la vacunación ha avanzado.
para mí, debe ser 50% https://t.co/ikblkff9fc",2021-10-18 05:33:43 UTC,Alexandermanuel
"mucho más violento que ""profanar"" ese monumento a la pelotudez de las piedritas es   haberlo pensado con la violenta intención de cargarle a un gobierno que trajo 80 millones de vacunas los muertos que mató un virus. encima, con una evidente y aviesa especulación electoral.",2021-10-18 05:28:35 UTC,Hochimilk
te van a quemar el bocho por 3 carteles de mierda que sacaron de la plaza. los carteles y las piedras fueron puestos x el mismo sector que marchaba en plena cuarentena porque decían que comenzaba una infektadura y descreían de la mortalidad de un virus. que gente rara. argentina,2021-10-18 05:27:58 UTC,NicoWhite81
@efectocognitivo un virus letal !!!,2021-10-18 05:23:39 UTC,Maria_e_pt
"¡mirá vos! ¿quiénes eran los conspiranoicos?🤔
 https://t.co/qix2xqzanq",2021-10-18 05:10:35 UTC,helmetpy75
"si quieren que esa piedras perduren peguenlas con semento, pero es ridículo querer dejar plasmado en una plaza tan neurálgica para las reuniones sociales masivas, las ""víctimas"" de un virus comunitario.

no se estrellaron en un avión o implosionaron en un submarino por la patria.",2021-10-18 05:05:15 UTC,pochoPeroncho
@minsa_peru si siguen así van a terminar fortaleciendo al virus y multiplicando el número de subvariantes hasta llegar a crear una mutación del virus,2021-10-18 04:55:48 UTC,Rev_Elementos
"@qbozal @akela_comun @camilocammas cuba, venezuela,cuba,venezuela, la tierra es plana, la tierra es plana, cuba y más cuba. el virus no existe, plandemiaa, quítense en bozal aiuda",2021-10-18 04:29:11 UTC,4elipe
"mis consejos de chamuyo siempre son: mandale sisi vos mandale. nunca que te voy a tirar un ""ay dejá que te encare él"" no hermana encará vos que estas esperando mañana los chinos sacan un nuevo virus y nos seguimos muriendo dejá",2021-10-18 04:28:27 UTC,kaaf26
"y como era de esperar para estas fechas, después de la marchita inclusiva de virus, la positividad y los casos activos aumentan claramente!
esperemos este año las vacunas no dejen que se dispare!
siempre cuanto peor mejor!
gracias @pcu_fa , @pitcnt1 y @frente_amplio",2021-10-18 04:26:44 UTC,carbodeca416
"@esparzaluzama @horaciorlarreta ustedes son los que decían que el virus no llegaba, que decidieron ignorar traer la vacuna de pfizer para ir con una rusa que ni siquiera estaba probada, ustedes fueron los que liberaron a los presos. ustedes son los que mataron a esa gente, con su desidia y su incompetencia.",2021-10-18 04:07:22 UTC,symbiotics
@mael2405 @tono_coloma es parte del coloma virus,2021-10-18 04:04:50 UTC,RockDolfoH
@dopachocotomi llevaran preservativo al menos para no reproducir virus y reproducise 😁😁,2021-10-18 03:59:50 UTC,mpaz66
@carlosmaslaton tremendo cómo darse manija con la moda del virus chino empeoró lo que se esperaba sea un resurgir económico,2021-10-18 03:43:58 UTC,PuterinPinPin
"@diegosantilli diego uds permitían la quema de barbijos en tiempos donde no había vacunas y el virus circulaba a pleno. dejemos de hacer campaña con los muertos, siempre lo mismo con uds.",2021-10-18 03:43:16 UTC,Luishi84
"@escovargabriela al parecer las negociaciones que si tienen éxito son las que tiene jorge rodriguez con el virus chino, por supuesto entre camaradas.",2021-10-18 03:41:45 UTC,geofredar
@_sosso_o jajajaja me dijiste virus :(,2021-10-18 03:39:42 UTC,AniiCord
"@tomasangel011 @nuevoporta @exe_error_404 @9osander @jmilei el covid19 es virus quimera. modificado en laboratorio. hace años que se experimenta en coronavirus para hacerlos más infecciosos. de hecho entre científicos discutían si era ético, por el riesgo que conllevaba 
wuhan era uno de esos labs. 
https://t.co/xzpc2ib083",2021-10-18 03:29:09 UTC,GoodQueenBess_
al llegar a chile tengo que hacer cuarentena 5 días pero si llegaba desde el 1/nov no. el virus si se hace bueno!  ¿esto es legal?,2021-10-18 03:20:33 UTC,JO_NACHO
"en taiwán, el número de personas que mueren tras la vacunación contra el covid supera el número de muertes por el propio virus.

👉🏼💉muertes tras la vacunación: 865

👉🏼🦠 muertes por el virus: 845",2021-10-18 03:11:53 UTC,mrazquin2
"@ojo_publico @cnddhh @minsa_peru @midisperu @actua_pe @cooperaccionper @onu_derechos @unicefperu @savechildrenpe @minemperu @mimpperu la pandemia llegó justo cuando habían venido a lima y decidieron pernoctar para poder ser escuchados... el virus los silenció momentáneamente, no están solos, ¡somos muchos quienes sí los recordamos!",2021-10-18 03:07:07 UTC,SSagitarioXX
covid-19: bolivia registra 117 nuevos casos y dos decesos a causa del virus https://t.co/pk8rtprcls https://t.co/yolkjaz4hv,2021-10-18 03:04:33 UTC,pagina_siete
"@dadargba @mariacai9 @kicillofok la ley tambien la voto cambiemos 
dejen de hacer politica con el virus
igual habria llegado en junio",2021-10-18 02:58:16 UTC,victorpenacca
"@juremade @gnusmastw encima por un ""virus"" que ni siquiera está aislado",2021-10-18 02:58:05 UTC,EmilioJRodrigu6
@tjkatherine no va a ser. que el virus y la weá. yo no voy solo porque soy anciano de 59 años,2021-10-18 02:57:34 UTC,el_kaluga
"#p7informa #ahora este domingo se registraron 177 nuevos casos de covid-19, 511 recuperados y dos decesos a causa del virus. https://t.co/86xarjw6er",2021-10-18 02:55:49 UTC,pagina_siete
"@3dgiordano se ha descubierto que el covid no mata a cualquiera.
por razones desconocidas, el sistema inmune de algunas personas ataca al los  interferones cuando éstos salen a atacar al virus.
se da más cuánto mayor es el individuo y en alguna enfermedad rara como el aps 1.",2021-10-18 02:50:59 UTC,Alberto30489505
@potriwere me llegó uno rarisimo y venía con algo adjunto y un comentario que no lo mostraban porque parecía virus,2021-10-18 02:48:17 UTC,Marite82267291
"@pame_q si te hace sentir mejor, las bacterias del suelo matan los virus. si se enferma, será por infección, no por contagio 😂",2021-10-18 02:43:22 UTC,Katagiirii6
@minsa_peru el virus ha mutado como 10 veces y el formato de la sala situacional se mantiene como los 10 mandamientos,2021-10-18 02:42:00 UTC,JorgexFernandez
siguen apareciendo muchas más pruebas de la farsa que estamos viviendo https://t.co/kxxq95qpev,2021-10-18 02:38:40 UTC,patinesmota
"@inesrodri77 yo observo total respeto por las víctimas del covid, es más los compañeros y compañeras presentes se arrimaron al lugar a honrar a nuestros muertos.
la oposición cree que solo fallecieron de ese virus familiares de ellos?
basta de operaciones mediáticas⛔️ https://t.co/xzketiki0n",2021-10-18 02:38:10 UTC,marcelopuella
"@luisgasulla miserable también es larreta que deja actuar a esos simios drogados por puro cálculo político al no enviar a la policía para proteger semejante altar a las víctimas del virus chino.
#larretaescomplice",2021-10-18 02:36:53 UTC,Sanliberal
"@lilygabass es posible, la gente (que es cómoda y le teme al esfuerzo) empezó a créer el verso de la pandemia (ésto de que todo fue culpa del virus.",2021-10-18 02:36:35 UTC,delfiramirez10
"korina rivadeneira bajó de peso tras enfermarse, pero descarta covid-19: “es un virus fuerte” ► https://t.co/e5qtmatjre https://t.co/hlwrc8wdqc",2021-10-18 02:35:03 UTC,elpopular_pe
"para joder, mortificar y victimizar aun mas a los deudos de fallecidos por el virus, por el desastre sanitario, por los protocolos absurdos, no hay grieta.",2021-10-18 02:32:43 UTC,JulioRazona
@franh1980 la mafia siempre trabaja frente a esta alegria que nos debiamos despues de las 2 pandemias la del mafia y la del virus,2021-10-18 02:32:17 UTC,laureanoaraujo
@edyezm un espectaculo que nos debimos despues de las 2 pandemias ..la del mafia y la del virus!!,2021-10-18 02:31:01 UTC,laureanoaraujo
nunca vi un virus con tantos temores https://t.co/d2gnvlurre,2021-10-18 02:30:01 UTC,pablionel
"de verdad no sean así: las vacunas no nos dan inmunidad, nos dan protección para enfrentar el virus, para no terminar en una puta camilla. dejen de especular",2021-10-18 02:29:29 UTC,Meg_Ypunto
salud:  cáncer de cuello uterino: essalud anuncia vacunación a niñas contra el vph - diario correo https://t.co/ityuszbpk0 #cáncerdecuellouterino #virusdelpapilomahumano #essalud https://t.co/evjdcciayf,2021-10-18 02:26:05 UTC,peruenlanoticia
"@spenceriano en diciembre del 2017 la montonera de @patobullrich entregó a la policía federal desarmada a una turba de zurdos en plaza de mayo con el objetivo de ""mostrarle a la gente lo que hacen los k""

hoy hicieron lo mismo: dejaron desprotegido el altar a las víctimas del virus chino.",2021-10-18 02:25:49 UTC,Sanliberal
uruguayos deseando no clasificar al mundial. la peor mutación del virus o sus efectos.,2021-10-18 02:25:24 UTC,MateoYandi
"marica cuídense mucho, la vacuna no les da inmunidad, lo que si da es fuerza para soportar el virus, los síntomas que he tenido empezaron el miércoles con una gripa muy fuerte, intento de fiebre, sudar mucho en las noches, dolor de cabeza y agitarme en cosas tontas cómo barrer",2021-10-18 02:25:15 UTC,Meg_Ypunto
"en diciembre del 2017 la montonera de @patobullrich entregó a la policía federal desarmada a una turba de zurdos en plaza de mayo con el objetivo de ""mostrarle a la gente lo que hacen los k""

hoy hicieron lo mismo: dejaron desprotegido el altar a las víctimas del virus chino.",2021-10-18 02:21:18 UTC,Sanliberal
hoy estaba hablando con un viejo re lindo en la estación y yo enamoradisimo de él pero no escuchándolo hablar hasta que en un momento me concentro en lo que estaba diciendo y dijo porque el virus lo controlan los peronchos,2021-10-18 02:20:03 UTC,c_roch1
"@silvia196400 @vanyathais ni sinopharm, ninguna bakun4, los medicamentos antivirales para el covid son mejores que las vacunas, mientras las vacunas te hacen más propenso al virus, dejándote con más probabilidad de sufrir una enfermedad del corazón, y otras afecciones, lo peor obligar a vacunarse. 😉",2021-10-18 02:17:04 UTC,777Ian777
"@horaciorlarreta cínico, cara dura.

¿por qué no mandaste a la policía a cuidar el altar a las víctimas del virus chino?

porque sos cómplice.

pelado siniestro.

#larretaescomplice",2021-10-18 02:16:21 UTC,Sanliberal
"@patobullrich ustedes se lo permiten al no enviar a la policía para proteger el altar a las víctimas del virus chino.

#larretaescomplice",2021-10-18 02:12:53 UTC,Sanliberal
"@diariolibre el virus jamás va a desaparecer, tarde o temprano todos terminarán vacunanse.",2021-10-18 02:12:34 UTC,Richard37519769
para completar el virus 🥲,2021-10-18 02:07:45 UTC,Flaca16678003
"@martintetaz @lanacion y ustedes son cómplices por dejarlos avanzar sobre el altar a las víctimas del virus chino.
#larretaescomplice",2021-10-18 02:07:26 UTC,Sanliberal
que virus bien de mierda culiau,2021-10-18 02:05:10 UTC,francosalas99
"@omaralexisdelf2 @juliero02279354 5 millones de personas han fallecido por ese virus, sigue tomando tu ivermectiba, cero parásitos en tu organismo 👏",2021-10-18 02:05:08 UTC,rociolamejor112
@elisacarrio @lanacionmas los muertos son de todos y no le da un poco de verguenza simular que le duelen los muertos luego de haber alentado la desobediencia a las medidas de cuidado? festejaron muertes y contagios. trabajaron a favor del virus. farsante mediática!!!,2021-10-18 01:56:34 UTC,efrancomirador
"@todonoticias no los vi tan indignados cuando quemaban barbijos y decian que el virus no existía, ahora les preocupan los muertos? no hubiesen fomentado las marchas anti cuarentenas entonces!",2021-10-18 01:54:11 UTC,_monito80
estar enamorada debería de ser un virus👍,2021-10-18 01:53:30 UTC,Ayegimenez_16
el virus del gol dice en wikipedia me vuelvo loco @fdisanto9 https://t.co/uxiilgs7xj,2021-10-18 01:50:05 UTC,EzequielDiaz_1
y a quien le importa el virus ahora. vacunate irresponsable. https://t.co/ctwubgz6zc,2021-10-18 01:49:22 UTC,PedroArostegui
"quizá no los tienen, depende de la diseminación del virus https://t.co/hxgqpv3eo1",2021-10-18 01:44:34 UTC,mrazquin2
"murio totalmente el virus, ganó el fulbo https://t.co/udhhn0eklg",2021-10-18 01:41:56 UTC,fran_capobianco
@rppnoticias osea el virus sale de madrugada nomás? 🤣🤣🤣🤣🤣,2021-10-18 01:40:09 UTC,mlacunza
"y luego la indecisión de mandato de #mascarillas e instalar el teatro de la higiene con las superficies. con materiales de cuanto “sobrevive” el virus en papel, plástico,  tela, etc.

y sigue.... 

increíble!  siglo xxi!",2021-10-18 01:39:11 UTC,desimasi2
📹 el vídeo muestra como un grupo de manifestantes comenzaron a pisar las piedras que eran parte del homenaje a los fallecidos por el virus para retirar las fotos e imágenes de quienes no pudieron ser velados ni despedidos por sus familias y amigos.,2021-10-18 01:38:47 UTC,EnRealidadTuc
"@berenc10h12n2o @24horastvn antes era así y también circulaban virus mortales... despierta amiga la mascarilla no es salud... porque no sirven para frenar virus que tienen diversos métodos de propagación, apele a sus sistema inmunológico mejor, el ministro no la va a salvar...",2021-10-18 01:36:13 UTC,kvsol
"el estado chileno planeo y ejecuto la quema del metro para imponer la dictadura militar y el nuevo plan condor corona virus,para arruinar y desmovilizar al pueblo y quitar derechos al pueblo y profundizar aun mas el sistema feudal de esclavitud sobre la poblacion chilena

jnj",2021-10-18 01:34:07 UTC,JavierNavarroja
@lemonpeu este finde hubo un virus? todos contagiados de pelotudittis aguda,2021-10-18 01:31:30 UTC,florrsailor
"@yuyu_mirandaa @tiempodemochila @osvaldobazan nadie ""normal"", claro que si buscas lo suficiente los hay que se referían a las máscaras como bozales o que el virus lo hizo bill gates. ahora, de ahí a que quieren establecer ""esto es cualquiera que cuestione"" es otra historia",2021-10-18 01:30:42 UTC,Alvaro_Coria_
"@chitititotia @24horastvn todo el mundo puede portar el virus, el sistema inmunológico se encarga de ""matarlo"" (técnicamente un virus no está vivo), no la vacuna, la vacuna genera anticuerpos que reconoce el sistema inmunológico para atacar el virus, no hay cura, solo tú.. lo siento lo demás es challa...",2021-10-18 01:29:58 UTC,kvsol
"@jproarg los muertos son de todos, no sean hipócritas que alentaron el contagio, no lucharon junto al gobierno contra el covid, se pusieron del lado del virus y ahora hacen esta escena miserables!! nunca les importó un bledo la muerte de nadie!!",2021-10-18 01:22:09 UTC,efrancomirador
@jeromura @patonlopez68 @minsaurralde ojalá el virus haya circulado,2021-10-18 01:16:05 UTC,vivistar28
"@javierlanari cuantas piedras menos habría si la oposición hubiera apoyado la lucha contra el covid junto al gobierno, pero no,  se pusieron del lado del virus, alentaron la muerte y el contagio y ahora hacen esta escena como si les importara algo?! hipócritas!!",2021-10-18 01:15:23 UTC,efrancomirador
"sin necesidad de ponerme de un lado ni del otro, pero esto fue innecesario, reprochable y de una maldad extrema. como si el virus supiera de ideologías políticas, sepan que le puede tocar a cualquiera… https://t.co/ftlboi50f5",2021-10-18 01:07:53 UTC,Santi_Marocchi
"@amaya_daniel39 @rodrigo_ecorrea kpo... la vacuna contra el hpv protege contra las infecciones víricas, con eso el cuerpo produce anticuerpos y cuando vuelve a encontrar al vph, se unan al virus y le impidan infectar células. totalmente recomendable su vacunación.",2021-10-18 01:01:58 UTC,Falcon_Style
"@iminutti @santi_russo @alferdez @luislacallepou deberían haber ido a caba, a la plaza de mayo y abrazarse con todos los peronistas que ahí no hay virus ni gendarmes. mismo país...que locura!",2021-10-18 00:57:07 UTC,DharmaDeviYoga1
"@karinneu16 @gianlucaal27 queremos jaja  también van a culpar al virus de una nena desubicada,mañana voy y digo que me identifico con una jirafa 🦒🦒🦒🦒🦒
estos progres🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",2021-10-18 00:55:38 UTC,Alice5101
"@alferdez @juanmanzurok  espero que ya hayan pedido perdón por profanar sus enfermos seguidores peronistas las piedras de cada uno de los argentinos que perdieron la vida por el covid. el virus quedó diminuto al lado de su miserabilidad. se tiraron otro tiro en el pie,cuál sigue?",2021-10-18 00:54:39 UTC,silviaviviana2
"@diegowainstein en argentina viven 60 millones de personas mueren 100 mil de un virus que todavía no aislaron, y encierran a 59.900.000 que tienen inmunidad natural, gobierno de simiolandia.vacunate ☠️✌️",2021-10-18 00:51:20 UTC,LordBeat5
"@luchor78 jajajajjaja no no, el no se metería a interactuar, su estilo es más para estar al tanto de todo y generar algún perfil falso y enviar algún virus publicitario o algo de ese estilo",2021-10-18 00:50:55 UTC,Valeryaok
@gracielaocana no sea atrevida. no hable de mis muertos. uds se ocuparon de diseminar el virus y la muerte con sus marchitas sabatinas libertarias. son una verdadera desgracia.,2021-10-18 00:44:35 UTC,alconcito
"🦠 se trata del rt, que marca la transmisión del virus por cada caso registrado. se había logrado bajar a 0,69 pero se acerca otra vez a 1. la ciudad sumó 9 positivos este domingo pero sin fallecidos

🗞 más información 👉 https://t.co/ivofhqo4e5
#coronavirus #eltrestv https://t.co/2kukn2wb9p",2021-10-18 00:41:28 UTC,elTresTV
"los datos pueden ir más rápido que el virus.
los científicos van más rápido que los políticos.
#covid19 #vaccine #infodemia 
@idfperu @fnfandinos @atlasnetwork https://t.co/cagwi3ful7",2021-10-18 00:41:04 UTC,PepeMoquillaza
"🦠 se trata del rt, que marca la transmisión del virus por cada caso registrado. se había logrado bajar a 0,69 pero se acerca otra vez a 1. la ciudad sumó 9 positivos este domingo pero sin fallecidos

🗞 más información 👉 https://t.co/qjlfgbocmw
#coronavirus #radio2 https://t.co/wkv1y1bb4n",2021-10-18 00:41:00 UTC,radio2rosario
"🦠 se trata del rt, que marca la transmisión del virus por cada caso registrado. se había logrado bajar a 0,69 pero se acerca otra vez a 1. la ciudad sumó 9 positivos este domingo pero sin fallecidos

🗞 más información 👉 https://t.co/9ze4c2rgbq
#coronavirus #rosario3 https://t.co/3qrexxiut8",2021-10-18 00:40:36 UTC,Rosariotres
@casper___x but te envian un virus :'v,2021-10-18 00:26:41 UTC,PokzUwU
@amartino @argielau @snakefooc @americanair en teoría desaparece estos días porque pasaron 15 días de llegar al 50% de vacunados porque... viste que al virus le gusta el sistema decimal,2021-10-18 00:20:43 UTC,maxifirtman
"@lanacion quiénes se escandalizan?? los que decían que no había virus y que nos encerraron al pedo, los que se burlan de un hijo por nacer?, los que se cagan en los desaparecidos!?, vayan a cagar falsos de mierda.",2021-10-18 00:18:29 UTC,gallitorojas
"@alferdez igualdad de derechos ya!!! yo quiero tener clases presencial en la universidad, si el virus peronista puede hacer su multitudinario desfile yo quiero volver al aula!!! si los peroncho viven en la normalidad, que esa normalidad se para todos!!! igualdad para todos! hijos de puta.",2021-10-18 00:17:29 UTC,Pancho0k
"@neuro_mama es ridículo, el virus existe y contagios van a existir....pero a los colegios les ponen vallas de 100 % vacunados, 500 protocolos ridículos,  desinfeccciones abundantes, etc y etc. todos con la misma vara.",2021-10-18 00:15:24 UTC,brunobeagle21
"@portalmvd debe ser una encuesta por otro virus, el que conosco es #elcovid",2021-10-18 00:12:12 UTC,javilo16
"@alicia92892039 ni sé qué carteles se retiraron, pero incluso ese caso fue utilizado para sacar rédito político más que por una preocupación genuina. según los boludos las víctimas del covid son responsabilidad del gobierno y no de ese virus que se cobró millones de vidas en el mundo.",2021-10-18 00:11:50 UTC,luiss_92
"hasta la oms reconoció que el bicho no es más que una lista de secuencias genéticas de un programa informático...
¿se viene el cambio? #plandemia x #plandemioclimático?
https://t.co/bdkjvdmrvl",2021-10-18 00:10:07 UTC,CatalinaM_MDQ
"hoy fuimos almorzar a saladillo, una parrilla tenedor libre al costado de la ruta. lleno total.
en la entrada, el ""ingrese con barbijo"". adentro, sólo los mozos.
2019 a pleno. 
nos desplazábamos sin problemas.
si no hay un pico, el virus es una leyenda urbana 😂😂",2021-10-18 00:04:37 UTC,jlotero1
"bueno parece que todo noticias escucho y está pasando la pisoteada de las piedras y también está diciendo que se traduce esto son los muertos de juntos por el cambio
vuelvo a insistir en la forma que se diseminó el virus",2021-10-18 00:04:08 UTC,mrazquin2
voy  a tomar una garomba puta madre que te hicieron independiente que virus te contagiaron pta madre que lo pario me devuelvan independiente que creci fui feliz,2021-10-18 00:03:09 UTC,Diablomurua
y esto se manejo a nivel mundial a nivel mundial sobre todos todos los países alineados al comunismo hicieron una diseminación del virus y una desatención de pacientes determinados traducirlo significa limpiaron gente https://t.co/qyb5c7xopg,2021-10-18 00:01:14 UTC,mrazquin2
"vuelvo a repetir que a esta gente parece que no se le murió ningún familiar y es ahí donde nosotros a nuestra investigación empezamos a dudar de cómo se manejo el virus,el virus fue diseminado https://t.co/qyb5c7xopg",2021-10-17 23:59:56 UTC,mrazquin2
"@sisoymassa debe ser un virus loko, borra la system32 que contiene todo el caché de las últimas descargas y capaz se soluciona",2021-10-17 23:58:40 UTC,delirioenjoyed
"#miserables les aviso que el virus no entiende la grieta. pisotearon la memoria de miles de argentinos muertos. ni k, ni m, argentinos... https://t.co/ugzscz7gen",2021-10-17 23:57:04 UTC,RufiniSilvina
"el kirchnerismo es una enfermedad moral, mil veces peor que el virus chino. no importa cuando lean esto.",2021-10-17 23:56:19 UTC,WSA_92
"@democratas2222 @madeleineoster3 @aaronsalomong mira a israel y uk: las vacunas no detienen la propagación del virus. 
y si las mascarillas funcionaran, pues nunca hubiera existido contagios en el perú.",2021-10-17 23:55:22 UTC,Rev_Elementos
@deepbok nosotros vacunamos hasta al libertario espert mientras ustedes decían que el virus no existía...,2021-10-17 23:54:52 UTC,JorgeSausalito
@observadoruy porque el virus la farsa mas grande de la historia ¡,2021-10-17 23:45:20 UTC,Luis71510735
"¡cuidamos la salud de nuestras niñas aseguradas! 👧🏻
👉iniciamos la vacunación gratuita contra el virus del papiloma humano a las menores, entre 9 a 13 años, con el fin de prevenir este mal, que representa un factor de riesgo del cáncer del cuello uterino. 
https://t.co/ruxr3jbvna https://t.co/embr1jmvx1",2021-10-17 23:45:00 UTC,EsSaludPeru
"@mxvchile sigue con la falsedad del virus , si los no vacunados ,somos los más sanos ,y seguiremos asi 💪",2021-10-17 23:39:23 UTC,Acuarian38
"@spreendmc tenés que ser más responsable con las cosas que subís, hay un montón de gente con los pulmones dañados por el virus y vos subiendo fotos que dejan sin aire a cualquiera",2021-10-17 23:26:54 UTC,koomino131
@rlopezmurphy @alferdez @cfkargentina y esta gente es la que nos va a sacar adelante como pais? estos lo único que pueden hacer es dañar e ir contra el que piensa diferente que se hayan ya!! los k son el peor virus que tenemos.,2021-10-17 23:26:39 UTC,Lucas05_83
@niqplotquin ustedes pretenden comprensión y empatía por aquellos que sacaron las piedras comparando a desaparecidos por la dictadura cívico militar con personas que murieron por un virus que en algunos casos fue por negar el peligro de la pandemia y violar el aislamiento.,2021-10-17 23:23:47 UTC,ShotByRamos
el virus no da tregua y hay preocupación de las autoridades https://t.co/zo2kdp9xh3,2021-10-17 23:20:00 UTC,diariouno
"essalud impulsa campaña para vacunar a niñas contra el virus del papiloma humano

el seguro social de salud indicó que el vph es una de las principales causas de muerte en la población femenina.
https://t.co/kvxwwfnq17",2021-10-17 23:19:26 UTC,larepublica_pe
"@gonchi2021 @juancampanella seguí soñando, mugre infecta. el virus peronista esta moribundo. y con cada bestialidad que hacen, se les pudre una parte más.",2021-10-17 23:17:32 UTC,7KingSuna
"@alejandropino15 @opetinatti quizás a su criterio las cosas están mejor, o es comprensivo x el virus, o ya no quiere exponerse hablando de política x estar más expuesto a un público ajeno a su nicho usual... no podés insultarlo x algo q no dice, ni tampoco x algo q sí diga ¿q necesidad de ataques personales?",2021-10-17 23:17:02 UTC,Sergiplay69
"chicos, de chile, envienle un recadito a este señor, que habla mucho y no tiene ni idea de como es y se comporta un virus!!!! https://t.co/vn9bl3icqt",2021-10-17 23:15:09 UTC,Clabuscon1
"@flo0402 bueno con estos seres humanos ya no sabemos cuál es el fondo, pensé que el problema podía ser congénito, pero no, es un virus que daña el cerebro selectivamente, los más sensibles son los de san isidro, la molina, surco, miraflores o si estudiaste en el santa maría....",2021-10-17 23:10:21 UTC,Willycossio
"@cadacosayomismo lo que citas son casos particulares y se atienden como tal. ellos pueden tomar medidas y acciones por sus casos particulares. (de todos modos, si, la verdad es que sería riesgoso que se vieran si anda un virus como el covid circulando). 1/2",2021-10-17 23:05:53 UTC,nicolevial
cada día que pasa me convenzo más que existe un virus incurable: el peronavirus y su variante el kirchnerovirus!,2021-10-17 23:05:38 UTC,gushoffmdq
@lucasvidal10 @santi_russo @alferdez @luislacallepou no puedo creer q alguien  justifique este disparate sin ningunnn fundamento ! cuál es la diferencia q puedas entrar por aire o agua?   no sabía q el virus camina 🤔. no sigo porq estoy indignada con tu justificación,2021-10-17 22:56:57 UTC,iminutti
los virus nunca preguntaron la ideología de los que se enfermaron. esta gente son peor que los virus https://t.co/slqcprcjfg,2021-10-17 22:55:55 UTC,Soy_Politicon
